Club,Last Name,First Name,Position,Salary,Compensation,Year
Orlando City SC,Jansson,Robin,D,261000,289800,2019
DC United,Jara,Leonardo,D,500000.04,560000.04,2019
Columbus Crew,Jimenez,Hector,D-M,200000.04,200000.04,2019
New York City FC,Johnson,Sean,GK,399999.96,399999.96,2019
Orlando City SC,Johnson,Will,M,455004,491004,2019
Real Salt Lake,Johnson,Sam,F,650000.04,767500.04,2019
New England Revolution,Jones,DeJuan,M-F,56250,56250,2019
Philadelphia Union,Jones,Derrick,M,75000,80900,2019
Seattle Sounders FC,Jones,Joevin,M,482004,528670.67,2019
New York Red Bulls,Jorgensen,Mathias,F,275000.04,306250.04,2019
San Jose Earthquakes,Judson,,D-M,300000,305000,2019
San Jose Earthquakes,Jungwirth,Florian,D-M,550008,616675.07,2019
LA Galaxy,Juninho,,M,150000,163125,2019
Houston Dynamo,Junqua,Sam,D,56250,56250,2019
New York Red Bulls,Kaku,,M-F,799999.92,799999.92,2019
Minnesota United,Kallman,Brent,D,118000.08,151531.33,2019
Colorado Rapids,Kamara,Kei,F,750000,750000,2019
DC United,Kamara,Ola,M-F,240000,260000,2019
Atlanta United,Kann,Alec,GK,100008,100008,2019
Chicago Fire,Kappelhof,Johan,D,549999.96,577833.29,2019
San Jose Earthquakes,Kashia,Guram,D,590000.04,590000.04,2019
Chicago Fire,Katai,Aleksandar,M-F,1260000,1380333.33,2019
LAFC,Kaye,Mark-Anthony,M,166248,177810.5,2019
Seattle Sounders FC,Kee-Hee,Kim,D,640000.08,772000.08,2019
Columbus Crew,Keita,Aboubacar,D,90000,110000,2019
Columbus Crew,Kempin,Jonathan,GK,71664,71664,2019
Vancouver Whitecaps,Khmiri,Jasser,D,180000,180000,2019
Montreal Impact,Kinumbe,Daniel,D,56250,60165.63,2019
LA Galaxy,Kitchen,Perry,D-M,450000,474166.67,2019
Orlando City SC,Kljestan,Sacha,M-F,1025000.04,1100000.04,2019
New England Revolution,Knighton,Brad,GK,111253.32,116253.32,2019
New York Red Bulls,Koffi,Jean-Christophe,M,70250.04,76031.29,2019
Atlanta United,Kratz,Kevin,M,210000,222750,2019
Real Salt Lake,Kreilach,Damir,M,968768.64,1082101.97,2019
Montreal Impact,Krkic,Bojan,F,1232876.64,1532448.56,2019
Montreal Impact,Krolicki,Ken,M-F,59950.08,59950.08,2019
Chicago Fire,Kronholm,Kenneth,GK,87996,150996,2019
Atlanta United,Kunga,Lagos,M-F,70250.04,73250.04,2019
Sporting Kansas City,Kuzain,Wan,D-M,70875,70875,2019
New York Red Bulls,Lade,Connor,D,126000,132749.85,2019
FC Cincinnati,Lamah,Roland,M-F,750000,806250,2019
LA Galaxy,Lampson,Matt,GK,70250.04,70250.04,2019
Nashville SC,Lancaster,Cameron,F,70250.04,78065.67,2019
Portland Timbers,Langsdorf,Foster,F,57225,57225,2019
Montreal Impact,Lappalainen,Lassi,M-F,302574,302574,2019
Atlanta United,Larentowicz,Jeff,D-M,210000,210000,2019
Toronto FC,Laryea,Richie,D-M,56250,56250,2019
FC Cincinnati,Lasso,Forrest,D,70250.04,77583.37,2019
New York Red Bulls,Lawrence,Kemar,D,339999.96,382749.96,2019
FC Cincinnati,Ledesma,Emmanuel,M-F,249999.96,280833.29,2019
Seattle Sounders FC,Leerdam,Kelvin,D,549999.96,599999.96,2019
Real Salt Lake,Lennon,Brooks,D,230004,242587.33,2019
Vancouver Whitecaps,Levis,Brett,D-M,71662.56,74162.56,2019
Colorado Rapids,Lewis,Jonathan,M-F,100000.08,137500.08,2019
Seattle Sounders FC,Leyva,Danny,D-M,56250,89872.25,2019
Chicago Fire,Lillard,Grant,D,95000.04,97500.04,2019
San Jose Earthquakes,Lima,Nick,D,200000.04,218437.54,2019
Orlando City SC,Lindley,Cam,D-M,90000,98906.25,2019
Sporting Kansas City,Lindsey,Jaylin,D,75000,88000,2019
LA Galaxy,Lletget,Sebastian,M,300000,312666.67,2019
Minnesota United,Lod,Robin,M,849996,952496,2019
Seattle Sounders FC,Lodeiro,Nicolas,M-F,2000000.04,2502500.04,2019
New York Red Bulls,Long,Aaron,D,770000.04,800000.04,2019
San Jose Earthquakes,Lopez,Marcos,D,279999.96,387749.96,2019
Portland Timbers,Loría,Marvin,M-F,56250,56250,2019
New York Red Bulls,Louro,Evan,GK,70250.04,70250.04,2019
Montreal Impact,Lovitz,Daniel,D,97453.08,97453.08,2019
Real Salt Lake,Luiz,Everton,D-M,1000000.08,1100000.08,2019
Columbus Crew,Lundgaard,Ben,GK,57225,57225,2019
Houston Dynamo,Lundkvist,Adam,D,274999.92,303749.92,2019
FC Cincinnati,Lundt,Ben,GK,56250,59658.75,2019
Major League Soccer,Lyon,Charlie,GK,70250.04,70250.04,2019
Portland Timbers,Mabiala,Larrys,D,750000,793333.33,2019
New York City FC,Mackay-Steven,Gary,M-F,260000.04,274833.37,2019
Vancouver Whitecaps,MacMath,Zac,GK,189999.96,189999.96,2019
Columbus Crew,Maloney,Connor,D,70250.04,70250.04,2019
New England Revolution,Mancienne,Michael,D,881676,995676,2019
Minnesota United,Manley,Carter,D,57225,57225,2019
FC Cincinnati,Manneh,Kekuta,M-F,375000,391666.67,2019
Minnesota United,Mannone,Vito,GK,540000,594000,2019
Houston Dynamo,Manotas,Mauro,F,1100049.96,1245049.96,2019
San Jose Earthquakes,Marcinkowski,JT,GK,135000,147000,2019
San Jose Earthquakes,Marie,Paul,D-M,57225,57225,2019
Major League Soccer,Marshall,Chad,D,360000,401250,2019
Minnesota United,Martin,Collin,M-F,105000,105000,2019
Atlanta United,Martinez,Josef,F,3000000,3058333.33,2019
Atlanta United,Martinez,Pity,M-F,900000,900000,2019
Chicago Fire,Martinez,Cristian,M,80000.04,88406.71,2019
Houston Dynamo,Martinez,Tomas,M-F,335004,517929,2019
Real Salt Lake,Martinez,Doug,F,56250,56250,2019
DC United,Martins,Felipe,M,500000.04,500000.04,2019
Sporting Kansas City,Martins,Luis,D,240000,240000,2019
New York City FC,Matarrita,Ronald,D,300000,420000,2019
FC Cincinnati,Mattocks,Darren,F,519999.96,519999.96,2019
FC Dallas,Maurer,Jimmy,GK,125000.04,127500.04,2019
Toronto FC,Mavinga,Chris,D,600000,663333.33,2019
Philadelphia Union,Mbaizo,Olivier,D,70875,70875,2019
FC Cincinnati,McCabe,Tommy,D-M,56250,56250,2019
Chicago Fire,McCarty,Dax,M,700000.08,700000.08,2019
Houston Dynamo,McCue,Erik,D,56250,76250,2019
Vancouver Whitecaps,McDonough,Brendan,D,56250,56250,2019
Portland Timbers,McIntosh,Kendall,GK,70250.04,70250.04,2019
Philadelphia Union,McKenzie,Mark,D,72225,82225,2019
FC Cincinnati,McLaughlin,Jimmy,M,70250.04,70250.04,2019
Houston Dynamo,McNamara,Thomas,M-F,165000,165000,2019
New York Red Bulls,Meara,Ryan,GK,132000,137000,2019
New York City FC,Medina,Jesus,M-F,750000,870833.33,2019
Sporting Kansas City,Medranda,Jimmy,D-M,155004,155004,2019
Philadelphia Union,Medunjanin,Haris,M,550008,595008,2019
Montreal Impact,Meilleure-Giguere,Thomas,D,57120,60245,2019
Sporting Kansas City,Melia,Tim,GK,325008,341674.67,2019
Vancouver Whitecaps,Melvin,Sean,GK,70250.04,70250.04,2019
Orlando City SC,Méndez,Jhegson Sebastián,D-M,450000,486750,2019
Columbus Crew,Mensah,Jonathan,D,800004,894004,2019
Atlanta United,Meram,Justin,M-F,650004,678754,2019
Seattle Sounders FC,Meredith,Bryan,GK,70875,70875,2019
Minnesota United,Metanire,Romain,D,305000.04,411833.37,2019
Colorado Rapids,Mezquida,Nicolas,F,320000.04,320000.04,2019
Orlando City SC,Michel,Benji,F,84999.96,116249.96,2019
Chicago Fire,Mihailovic,Djordje,M-F,111000,114600,2019
LAFC,Miller,Tyler,GK,77565,77565,2019
New York City FC,Miller,Eric,D,108549.96,124424.96,2019
Orlando City SC,Miller,Kamal,D,56250,56250,2019
New York Red Bulls,Mines,Ben,M-F,57229.2,63243.2,2019
New York City FC,Mitrita,Alexandru,M-F,500000.04,500000.04,2019
New England Revolution,Mlinar Delamea,Antonio,D,425004,425004,2019
New York City FC,Mohamed,Abdi,D,56250,56250,2019
Minnesota United,Moimbe,Wilfried,D,252000,274275,2019
Columbus Crew,Mokhtar,Youness,M-F,459996,533845,2019
Minnesota United,Molino,Kevin,M-F,500004,546254,2019
Philadelphia Union,Monteiro,Jamiro,M,618000,671200,2019
Vancouver Whitecaps,Montero,Fredy,F,768000,968000,2019
FC Dallas,Montgomery,Callum,D,70250.04,70250.04,2019
Toronto FC,Moor,Drew,D,375000,375000,2019
Atlanta United,Moore,Brendan,GK,70250.04,70250.04,2019
DC United,Mora,Joseph,D,150000,164250,2019
New York City FC,Moralez,Maxi,M-F,2000000.04,2000000.04,2019
Portland Timbers,Moreira,Jorge,D,545454.6,607954.6,2019
Chicago Fire,Moreno,Amando,M-F,70250.04,72750.04,2019
DC United,Moreno,Junior,D-M,140000.04,159500.04,2019
Toronto FC,Morgan,Ashtone,D,132000,133500,2019
Seattle Sounders FC,Morris,Jordan,F,499500,619600,2019
Toronto FC,Morrow,Justin,D,330000,330000,2019
FC Dallas,Mosquera,Santiago,M-F,500000.04,591400.04,2019
Orlando City SC,Moutinho,Joao,D,139999.92,202999.92,2019
Major League Soccer,Movsisyan,Yura,F,2049999.96,2273749.96,2019
Orlando City SC,Mueller,Chris,M-F,95625,109375,2019
Vancouver Whitecaps,Mukumbilwa,Georges,D-M,56250,56250,2019
Real Salt Lake,Mulholland,Luke,M,155000.04,155000.04,2019
Toronto FC,Mullins,Patrick,F,260004,260004,2019
New York Red Bulls,Murillo,Michael,D,105003.96,113753.96,2019
Seattle Sounders FC,Muse,Trey,GK,56250,65000,2019
New York Red Bulls,Muyl,Alex,M-F,123750,127750,2019
FC Cincinnati,N'dam,Hassan,D,70260,70260,2019
Atlanta United,Nagbe,Darlington,M,665499.96,665499.96,2019
Orlando City SC,Nani,,M-F,2333333.04,2486249.7,2019
Atlanta United,Nascimento,Luiz Fernando,F,56250,56250,2019
New York Red Bulls,Nealis,Sean,D,56250,56250,2019
FC Dallas,Nelson,John,D,80000.04,113000.04,2019
Houston Dynamo,Nelson,Michael,GK,57225,57225,2019
Sporting Kansas City,Nemeth,Krisztian,F,950000.04,1063666.71,2019
Vancouver Whitecaps,Nerwinski,Jake,D,120000,124125,2019
Minnesota United,Ng'Anzi,Ally,M-F,56250,56250,2019
Philadelphia Union,Ngalina,Michee,M-F,56250,56250,2019
LAFC,Nguyen,Lee,M,525000,530000,2019
Colorado Rapids,Nicholson,Sam,M-F,300000,342073,2019
Chicago Fire,Nikolic,Nemanja,F,1700000.04,1913333.37,2019
Vancouver Whitecaps,Norman,David,M,57225,58225,2019
Orlando City SC,O'Neill,Shane,D,124999.92,139499.92,2019
Seattle Sounders FC,Ocampo-Chavez,Alfonso,F,56250,85750,2019
Real Salt Lake,Ochoa,David,GK,70250.04,70250.04,2019
San Jose Earthquakes,Ockford,Jimmy,D,70875,70875,2019
DC United,Odoi-Atsem,Chris,D,56250,56250,2019
New York City FC,Ofori,Ebenezer,D-M,324999.96,399999.96,2019
Toronto FC,Okello,Noble,M,56244.6,68059.51,2019
Atlanta United,Okonkwo,Patrick,F,56256,67256,2019
Montreal Impact,Okwonkwo,Orji,M-F,200000.04,220000.04,2019
Minnesota United,Olum,Lawrence,D,70250.04,70250.04,2019
Minnesota United,Omsberg,Wyatt,D,57225,57225,2019
FC Dallas,Ondrasek,Zdenek,F,400000.08,522250.08,2019
Real Salt Lake,Onuoha,Nedum,D,450000,504000,2019
Minnesota United,Opara,Ike,D,350000.04,367916.71,2019
Colorado Rapids,Opare,Kofi,D,70250.04,70250.04,2019
Columbus Crew,Opoku,Edward,F,84999.96,105999.96,2019
Toronto FC,Osorio,Jonathan,M,750000,776250,2019
Chicago Fire,Ousted,David,GK,268181.88,361136.43,2019
LAFC,Palacios,Diego,D,324000,348000,2019
Montreal Impact,Pantemis,James,GK,70250.04,70250.04,2019
Portland Timbers,Paredes,Cristhian,M,252000,283500,2019
New York Red Bulls,Parker,Tim,D,738200.04,752200.04,2019
Atlanta United,Parkhurst,Michael,D,300000,300000,2019
New York City FC,Parks,Keaton,D-M,150000,165000,2019
San Jose Earthquakes,Partida,Kevin,M,57225,57225,2019
Orlando City SC,Patino,Santiago,F,72500.04,76781.29,2019
Toronto FC,Patterson-Sewell,Caleb,GK,70875,70875,2019
LA Galaxy,Pavon,Cristian,F,1200000,1200000,2019
LA Galaxy,Pedro,Joao,M,240000,261000,2019
DC United,Pedroso,Marcos,D,375000,375000,2019
Inter Miami,Pellegrini,Matias,M-F,75000,170833.33,2019
Houston Dynamo,Pena,Ronaldo,F,249999.96,249999.96,2019
New England Revolution,Penilla,Cristian,M-F,500000.04,550000.04,2019
FC Dallas,Pepi,Ricardo,F,80000.04,113000.04,2019
Atlanta United,Pereira,Dion,M-F,56250,56250,2019
Orlando City SC,Pereyra,Mauricio,M,960000,1078000,2019
LAFC,Perez,Josh,M-F,75999.96,75999.96,2019
LAFC,Perez,Adrien,F,56250,56250,2019
LAFC,Perez,Javier,M,56250,56250,2019
Montreal Impact,Piatti,Ignacio,M-F,530000.04,4443333.37,2019
Philadelphia Union,Picault,Fafa,M-F,159999.96,173666.63,2019
Montreal Impact,Piette,Samuel,D-M,135000,143159.38,2019
DC United,Pines,Donovan,D,90000,102000,2019
Real Salt Lake,Plata,Joao,M-F,725004,856254,2019
Atlanta United,Pogba,Florentin,D,300000,324000,2019
LA Galaxy,Polenta,Diego,D,687276,777276,2019
Portland Timbers,Polo,Andy,M-F,150000,150000,2019
FC Dallas,Pomykal,Paxton,M,99999.96,104999.96,2019
LA Galaxy,Pontius,Chris,M-F,189999.96,189999.96,2019
Real Salt Lake,Portillo,Justin,M,70250.04,70250.04,2019
FC Cincinnati,Powell,Alvas,D,234999.96,251624.96,2019
Orlando City SC,Powers,Dillon,M,200000.04,200000.04,2019
Toronto FC,Pozuelo,Alejandro,M-F,3800000.04,3800000.04,2019
Colorado Rapids,Price,Jack,M,429999.96,437499.96,2019
Philadelphia Union,Przybylko,Kacper,F,240000,277000,2019
Real Salt Lake,Putna,Andrew,GK,70875,70875,2019
San Jose Earthquakes,Qazaishvili,"Valeri ""Vako""",M-F,1475004,1604042.36,2019
Minnesota United,Quintero,Darwin,M-F,1750000.08,1750000.08,2019
Houston Dynamo,Quioto,Romell,M-F,506668.08,556501.41,2019
Colorado Rapids,Raben,Sam,D,70250.04,70250.04,2019
Montreal Impact,Raitala,Jukka,D,250000.08,290500.08,2019
Houston Dynamo,Ramirez,Christian,F,600000,666250,2019
Orlando City SC,Ranjitsingh,Gregory,GK,70250.04,70250.04,2019
Colorado Rapids,Rawls,Andre,GK,72360.84,72360.84,2019
Philadelphia Union,Real,Matthew,D,57225,57225,2019
Atlanta United,Remedi,Eric,D-M,300000,300000,2019
New England Revolution,Rennicks,Justin,F,80000.04,115000.04,2019
Vancouver Whitecaps,Reyna,Yordy,F,650000.04,713140.04,2019
Chicago Fire,Reynolds,Andre,D,56250,64250,2019
FC Dallas,Reynolds,Bryan,F,70250.04,70250.04,2019
FC Cincinnati,Richey,Spencer,GK,71666.88,71666.88,2019
Vancouver Whitecaps,Ricketts,Tosaint,F,70250.04,70250.04,2019
Real Salt Lake,Rimando,Nick,GK,300000,322500,2019
New York City FC,Ring,Alexander,M,849999.96,944999.96,2019
Nashville SC,Rios,Daniel,F,80000.04,91625.04,2019
San Jose Earthquakes,Rios,Andres,F,660000,729250,2019
FC Dallas,Roberts,Thomas,M,109999.92,137999.92,2019
Orlando City SC,Robinho,,M-F,198000,205500,2019
Atlanta United,Robinson,Miles,D,145000.08,201250.08,2019
DC United,Robinson,Jalen,D,80004,80004,2019
New York Red Bulls,Robles,Luis,GK,490000.08,490000.08,2019
New York City FC,Rocha,Tony,M,72346.92,72346.92,2019
DC United,Rodriguez,Lucas,M-F,261999.96,298549.86,2019
Houston Dynamo,Rodriguez,Memo,M,70250.04,82750.04,2019
Minnesota United,Rodriguez,Angelo,F,600000,667187.5,2019
Seattle Sounders FC,Rodriguez,Victor,M-F,999999.96,1087499.96,2019
LAFC,Rodriguez Bravo,Brian,F,700000.08,1039800.08,2019
Seattle Sounders FC,Roldan,Cristian,M,460000.08,596541.68,2019
Seattle Sounders FC,Roldan,Alex,M-F,57225,57225,2019
LA Galaxy,Romney,Dave,D,102000,118950,2019
Columbus Crew,Room,Eloy,GK,300000,354694.33,2019
DC United,Rooney,Wayne,F,3500000.04,3507500.04,2019
Vancouver Whitecaps,Rose,Andy,M,192500.04,192500.04,2019
Orlando City SC,Rosell,Oriol,D-M,522499.92,522499.92,2019
Colorado Rapids,Rosenberry,Keegan,D,151194.96,164944.96,2019
LAFC,Rossi,Diego,M-F,1000000.08,1052000.08,2019
Orlando City SC,Rowe,Brian,GK,95000.04,98000.04,2019
Real Salt Lake,Rowe,Kelyn,M-F,261399.96,326399.96,2019
New York Red Bulls,Royer,Daniel,M-F,699999.96,768749.96,2019
Colorado Rapids,Rubio Kostner,Diego,F,324999.96,353749.96,2019
Seattle Sounders FC,Ruidiaz,Raul,F,2000004,2000004,2019
Real Salt Lake,Ruiz,Pablo,M,200004,221004,2019
Real Salt Lake,Rusnak,Albert,M-F,1800000,2001666.67,2019
Sporting Kansas City,Russell,Johnny,M-F,1449999.96,1449999.96,2019
Colorado Rapids,Rwatubyaye,Abdul,D,56250,62625,2019
New York Red Bulls,Rzatkowski,Marc,M,300000,341666.67,2019
Montreal Impact,Sagna,Bacary,D,660000,705000,2019
Houston Dynamo,Salazar,Michael,,70250.04,70250.04,2019
San Jose Earthquakes,Salinas,Shea,M-F,249999.96,249999.96,2019
Sporting Kansas City,Salloi,Daniel,M-F,129999.96,139624.96,2019
Chicago Fire,Sanchez,Richard,GK,150000,152500,2019
Sporting Kansas City,Sanchez,Ilie,D-M,900000,900000,2019
New York City FC,Sands,James,D-M,105000,105000,2019
Orlando City SC,Sane,Lamine,D,902499.96,949999.96,2019
Columbus Crew,Santos,Pedro,M-F,817560,864560,2019
Philadelphia Union,Santos,Sergio,F,600000,668500,2019
Chicago Fire,Sapong,CJ,F,475000.08,475000.08,2019
Real Salt Lake,Saucedo,Sebastian,M-F,112500,123000,2019
Real Salt Lake,Savarino,Jefferson,M-F,475008,498695.65,2019
New York City FC,Scally,Joe,D,56250,78066.67,2019
Real Salt Lake,Schmitt,Tate,F,70250.04,70250.04,2019
Minnesota United,Schuller,Rasmus,M,275004,300004,2019
Chicago Fire,Schweinsteiger,Bastian,M,5600000.04,5600000.04,2019
FC Dallas,Sealy,Dante,F,80000.04,108400.04,2019
DC United,Segura,Ulises,M-F,169999.92,184249.92,2019
LAFC,Segura,Eddie,D,199999.92,223999.92,2019
DC United,Seitz,Chris,GK,165000,165000,2019
Montreal Impact,Sejdic,Amar,M,56250,56250,2019
Colorado Rapids,Serna,Dillon,M-F,120000,120000,2019
FC Dallas,Servania,Brandon,M,160000.08,211000.08,2019
Toronto FC,Shaffelburg,Jacob,M-F,56250,62750,2019
Atlanta United,Shea,Brek,D-M,225000,225000,2019
Colorado Rapids,Shinyashiki,Andre,F,84999.96,94999.96,2019
Seattle Sounders FC,Shipp,Harry,M-F,234999.96,234999.96,2019
Montreal Impact,Shome,Shamit,M,100000.08,120000.08,2019
Minnesota United,Shuttleworth,Bobby,GK,174999.96,191874.96,2019
LAFC,Silva,Danilo,D,200000.04,200000.04,2019
Real Salt Lake,Silva,Marcelo,D,725004,776629,2019
Seattle Sounders FC,Silva,Luis,F,70250.04,70250.04,2019
New York Red Bulls,Sims,Josh,M,695967.96,710467.96,2019
Sporting Kansas City,Sinovic,Seth,D,135000,143000,2019
LAFC,Sisniega,Pablo,GK,105000,105000,2019
Colorado Rapids,Sjoberg,Axel,D,174996,179996,2019
LA Galaxy,Skjelvik,Jorgen,D,999999.96,1066666.63,2019
Chicago Fire,Slonina,Gabriel,GK,60000,74800,2019
Colorado Rapids,Smith,Tommy,D,600000,640000,2019
Major League Soccer,Smith,Blake,D,70250.04,70250.04,2019
Orlando City SC,Smith,Kyle,D,70250.04,70250.04,2019
Seattle Sounders FC,Smith,Brad,D,529092,549092,2019
Sporting Kansas City,Smith,Graham,D-M,57225,57225,2019
Columbus Crew,Sosa,Eduardo,M-F,99999.96,120199.96,2019
Minnesota United,St. Clair,Dayne,GK,70250.04,74753.17,2019
Orlando City SC,Stajduhar,Mason,GK,70875,70875,2019
FC Cincinnati,Stanko,Caleb,D-M,337500,390833.33,2019
LA Galaxy,Steres,Daniel,D,150000,157333.4,2019
Houston Dynamo,Struna,"Aljaz ""Kiki""",D,1100000.04,1210000.04,2019
New York City FC,Stuver,Brad,GK,99999.96,99999.96,2019
Vancouver Whitecaps,Sutter,Scott,D,155000.04,170177.04,2019
Seattle Sounders FC,Svensson,Gustav,D-M,570000,600000,2019
New York City FC,Sweat,Ben,D,200000.04,200000.04,2019
Montreal Impact,Tabla,Ballou,M-F,70250.04,70250.04,2019
Montreal Impact,Taider,Saphir,M,1400000.04,1400000.04,2019
New York City FC,Tajouri-Shradi,Ismael,M-F,350000.04,380500.04,2019
San Jose Earthquakes,Tarbell,Andrew,GK,200000.04,235000.04,2019
New York Red Bulls,Tarek,Amro,D,150000,156250,2019
Vancouver Whitecaps,Teibert,Russell,D-M,170000.04,190000.04,2019
Orlando City SC,Teixeira,Ruan,D,159999.96,159999.96,2019
Toronto FC,Telfer,Ryan,M-F,70250.04,70250.04,2019
San Jose Earthquakes,Thompson,Tommy,D,174999.96,174999.96,2019
New York City FC,Tinnerholm,Anton,D,496800,546800,2019
Real Salt Lake,Toia,Donny,D,131254.2,131254.2,2019
Seattle Sounders FC,Tolo,Nouhou,D,84000,84000,2019
New York City FC,Torres,Juan Pablo,M,70250.04,84750.04,2019
Seattle Sounders FC,Torres,Roman,D,670000.08,740000.08,2019
Minnesota United,Toye,Mason,F,135000,188000,2019
LA Galaxy,Traore,Diedie,D,56250,56250,2019
Columbus Crew,Trapp,Wil,M,549996,593746,2019
Philadelphia Union,Trusty,Auston,D,95000.04,124100.04,2019
Portland Timbers,Tuiloma,Bill,D-M,100008,107508,2019
New England Revolution,Turner,Matt,GK,75937.56,75937.56,2019
FC Dallas,Twumasi,Ema,M-F,150000,196900,2019
FC Cincinnati,Tyton,Przemyslaw,GK,231750,328438,2019
FC Cincinnati,Ulloa,Victor,D-M,210000,212500,2019
Montreal Impact,Urruti,Maximiliano,F,900000,1071000,2019
Portland Timbers,Valentin,Zarek,D,159999.96,159999.96,2019
Columbus Crew,Valenzuela,Milton,D,290000.04,321300.04,2019
Portland Timbers,Valeri,Diego,M-F,2319999.96,2419999.96,2019
New York Red Bulls,Valot,Florian,M-F,70872,74508.45,2019
FC Cincinnati,Van Der Werff,Maikel,D,549999.96,635166.63,2019
Montreal Impact,Vargas,Jeisson,M-F,225000,225000,2019
LAFC,Vassell,Peter,M-F,70250.04,72750.04,2019
Atlanta United,Vazquez,Brandon,F,150000,166000,2019
Real Salt Lake,Vazquez,Julian,F,56250,66250,2019
San Jose Earthquakes,Vega,Daniel,GK,200000.04,210000.04,2019
LAFC,Vela,Carlos,M-F,4500000,6300000,2019
Houston Dynamo,Vera,Matias Gabriel,D-M,225000,231250,2019
Portland Timbers,Villafaña,Jorge,D,600000,617500,2019
Atlanta United,Villalba,Hector,M-F,722499.96,830249.96,2019
Colorado Rapids,Vines,Sam,D,80000.04,81250.04,2019
LA Galaxy,Vom Steeg,Justin,GK,57225,57225,2019
Philadelphia Union,Wagner,Kai,D,318000,360150,2019
Sporting Kansas City,Wallace,Rodney,M,360000,360000,2019
FC Cincinnati,Waston,Kendall,D,750000,776666.67,2019
Toronto FC,Westberg,Quentin,GK,100000.08,115254.08,2019
New York Red Bulls,White,Brian,F,57225,57225,2019
DC United,Wild,Gordon,F,99999.96,129999.96,2019
Columbus Crew,Williams,Romario,F,78650.04,78650.04,2019
Columbus Crew,Williams,Josh,D,215000.04,215000.04,2019
Columbus Crew,Williams,JJ,F,95000.04,149750.04,2019
Portland Timbers,Williamson,Eryk,M,120000,136500,2019
Houston Dynamo,Willis,Joe,GK,165000,172833.33,2019
Colorado Rapids,Wilson,Danny,D,500000.04,540000.04,2019
San Jose Earthquakes,Wondolowski,Chris,F,800000.04,800000.04,2019
Philadelphia Union,Wooten,Andrew,F,510000,595833.33,2019
New England Revolution,Wright,Brian,F,70875,70875,2019
New York Red Bulls,Wright-Phillips,Bradley,F,1200000,1380000,2019
Colorado Rapids,Wynne,Deklan,D,74250,74250,2019
Montreal Impact,Yao,Karifa,D,56250,60466.39,2019
DC United,Yow,Griffin,F,70250.04,76368.37,2019
San Jose Earthquakes,Yueill,Jackson,M,145000.08,190000.08,2019
New England Revolution,Zahibo,Wilfred,M,513000,583000,2019
Portland Timbers,Zambrano,Renzo,M,70250.04,70250.04,2019
Columbus Crew,Zardes,Gyasi,F,1421666.64,1471666.64,2019
Toronto FC,Zavaleta,Eriq,D,275004,296962.33,2019
Sporting Kansas City,Zelalem,Gedion,M,56250,77916.67,2019
LAFC,Zelaya,Rodolfo,F,162500.04,185833.37,2019
Sporting Kansas City,Zendejas,Adrian,GK,70250.04,70250.04,2019
FC Dallas,Ziegler,Reto,D,820000.08,870000.08,2019
LAFC,Zimmerman,Walker,D,600000,600000,2019
FC Dallas,Zobeck,Kyle,GK,70875,70875,2019
LA Galaxy,Zubak,Ethan,F,75000,78125,2019
Sporting Kansas City,Zusi,Graham,D-M,625000.08,688333.41,2019
Philadelphia Union,Aaronson,Brenden,M,85000,103309,2020
FC Cincinnati,Abdul-Salaam,Saad,D,81375,90042,2020
DC United,Abu,Mohammed,M,81375,81375,2020
Colorado Rapids,Abubakar,Lalas,D,145000,154937,2020
Nashville SC,Accam,David,F,875000,1002916,2020
New York City FC,Acevedo,Nicolas,D-M,135000,151000,2020
Toronto FC,Achara,Ifunanyachi,M,63547,63547,2020
Colorado Rapids,Acosta,Kellyn,M,850000,965000,2020
FC Dallas,Acosta,Bryan,M,600000,650000,2020
Inter Miami,Acosta,George,M,81375,81375,2020
LA Galaxy,Acosta,Danilo,D,81375,81375,2020
Atlanta United,Adams,"Mohammed ""Mo""",M,110000,130000,2020
Houston Dynamo,Adams,Kyle,D,63547,63547,2020
Columbus Crew,Adi,Fanendo,F,1370008,1775008,2020
Vancouver Whitecaps,Adnan,Ali,D,1149996,1227496,2020
